"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"GBA",5.65590703199354e-14,-0.991329679972399,0.023,0.219,5.82501865225015e-10
"CARM1",5.76485072496543e-14,-1.47287762872282,0.014,0.196,5.93721976164190e-10
"FUNDC2",5.87598527768904e-14,-0.603973688664497,0.133,0.465,6.05167723749194e-10
"FAM96B",5.92694847103938e-14,-0.74890890555596,0.275,0.7,6.10416423032346e-10
"ANGPTL4",6.31983970373058e-14,-5.16479836172511,0.003,0.162,6.50880291087212e-10
"APITD1",6.4740180563557e-14,-4.66976285039632,0.003,0.162,6.66759119624074e-10
"GRB10",6.4740180563557e-14,-4.27110381820819,0.003,0.162,6.66759119624074e-10
"FAM45A",6.48075253656685e-14,-0.667365933464148,0.052,0.288,6.6745270374102e-10
"AC007325.4",6.52622796017759e-14,-3.85592191313336,0.003,0.162,6.7213621761869e-10
"DNAL1",6.52622796017759e-14,-4.37853867762844,0.003,0.162,6.7213621761869e-10
"ACP2",6.57885173277947e-14,-4.16285626932089,0.003,0.162,6.77555939958957e-10
"ALG14",6.63189259607371e-14,-3.86564463955984,0.003,0.162,6.83018618469631e-10
"ASPHD1",6.63189259607371e-14,-3.43189957572508,0.003,0.162,6.83018618469631e-10
"CELSR1",6.63189259607371e-14,-4.24464487853503,0.003,0.162,6.83018618469631e-10
"DECR2",6.63189259607371e-14,-4.17500373209134,0.003,0.162,6.83018618469631e-10
"CFH",6.68535379658022e-14,-3.97091452706458,0.003,0.162,6.88524587509797e-10
"FAM96A",6.69037048124709e-14,-0.649703910439249,0.075,0.338,6.89041255863638e-10
"ABCA7",6.93705327857628e-14,-1.4883677393099,0.032,0.238,7.14447117160571e-10
"GINM1",6.967915221312e-14,-0.595359147544115,0.061,0.308,7.17625588642923e-10
"C7orf49",7.21366650913004e-14,-0.75948810914286,0.049,0.281,7.42935513775303e-10
"ATP6V0D1",7.230737415387e-14,-0.691443852373586,0.133,0.454,7.44693646410707e-10
"ECM1",7.47686122104613e-14,-4.16108048222009,0.006,0.169,7.70041937155541e-10
"CUL3",7.72517138979084e-14,-0.855759040211001,0.058,0.3,7.95615401434559e-10
"HMCES",8.21533611378523e-14,-0.723543302062647,0.046,0.273,8.46097466358741e-10
"FAM104B",8.25179806836996e-14,-1.06243338128413,0.035,0.246,8.49852683061422e-10
"GNL1",8.38384444309818e-14,-0.713263076863637,0.078,0.342,8.63452139194681e-10
"C6orf1",8.51792198349774e-14,-0.576821735287244,0.092,0.373,8.77260785080432e-10
"GSTM3",8.5249092451155e-14,-1.73150219046401,0.026,0.223,8.77980403154445e-10
"GALNT1",8.55000869200724e-14,-0.668073562566381,0.049,0.281,8.80565395189826e-10
"AIMP1",8.60399755271565e-14,-0.581544242890987,0.15,0.496,8.86125707954185e-10
"ALG1",8.66423023395874e-14,-2.1493519554135,0.006,0.169,8.9232907179541e-10
"FADD",8.70463186981007e-14,-1.16653412768047,0.032,0.238,8.96490036271739e-10
"DHX15",8.89870781812875e-14,-0.6743173929137,0.078,0.342,9.1647791818908e-10
"GPI",8.9076962866007e-14,-0.729298397452876,0.118,0.423,9.17403640557006e-10
"GOLGA5",8.98273770910856e-14,-1.34637011943141,0.029,0.231,9.25132156661091e-10
"BCL7C",9.02328903366518e-14,-0.659528482265536,0.107,0.404,9.29308537577177e-10
"BRD4",9.11687699560042e-14,-0.320298681076973,0.113,0.419,9.38947161776887e-10
"CARS2",9.2804602376365e-14,-1.57055301505482,0.026,0.223,9.55794599874183e-10
"HEATR5A",9.43936262837925e-14,-2.83087881704089,0.009,0.177,9.72159957096779e-10
"HIST1H2BC",9.65454169354686e-14,-2.64676452784142,0.009,0.177,9.94321249018391e-10
"GPBP1L1",9.82217929616118e-14,-0.53318660263437,0.075,0.338,1.01158624571164e-09
"CC2D1A",1.0234292839789e-13,-1.37915846596591,0.026,0.223,1.05402981956987e-09
"DOK4",1.02522020797443e-13,-1.75075952670987,0.009,0.177,1.05587429219287e-09
"ARPIN",1.04071886672761e-13,-7.24588538528398,0,0.15,1.07183636084276e-09
"CTHRC1",1.04071886672761e-13,-8.90811838503332,0,0.15,1.07183636084276e-09
"FZD6",1.04071886672761e-13,-7.76815358322596,0,0.15,1.07183636084276e-09
"GULP1",1.04071886672761e-13,-7.77420300866507,0,0.15,1.07183636084276e-09
"COX6C",1.0470266027778e-13,-0.827647046225952,0.587,0.888,1.07833269820086e-09
"CERS4",1.0481708078128e-13,-1.90362682607835,0.02,0.208,1.0795111149664e-09
"ACER3",1.05045422779979e-13,-1.30782006743953,0.026,0.223,1.081862809211e-09
"GOLIM4",1.07446150863138e-13,-0.784003061898219,0.029,0.231,1.10658790773945e-09
"GGH",1.07555711437447e-13,-2.3889050427624,0.012,0.185,1.10771627209427e-09
"C5orf15",1.09856766778047e-13,-0.814679779997774,0.052,0.285,1.13141484104711e-09
"AKIP1",1.14485240173162e-13,-1.54850378946064,0.02,0.208,1.17908348854339e-09
"ARL5B",1.16837894208841e-13,-1.55056763062681,0.02,0.208,1.20331347245686e-09
"DCAF12",1.17727230878929e-13,-1.1829364455339,0.023,0.215,1.21247275082209e-09
"ACLY",1.233602170602e-13,-0.765936505094659,0.04,0.258,1.270486875503e-09
"CASC4",1.31706554894568e-13,-0.305885282258191,0.081,0.35,1.35644580885915e-09
"ARHGEF5",1.3511759505975e-13,-5.22065536207304,0.003,0.158,1.39157611152036e-09
"CTDNEP1",1.36595234310452e-13,-0.323764022784652,0.09,0.369,1.40679431816335e-09
"CRYM",1.37301847489067e-13,-4.64260298275775,0.003,0.158,1.4140717272899e-09
"CLTB",1.40011394156693e-13,-0.807996692340691,0.217,0.596,1.44197734841979e-09
"CFI",1.42915421015545e-13,-4.12378463530368,0.003,0.158,1.4718859210391e-09
"FAM89A",1.45223462884116e-13,-3.07179230553861,0.003,0.158,1.49565644424351e-09
"CHTOP",1.46818073933297e-13,-0.422755928656337,0.116,0.419,1.51207934343903e-09
"C5orf24",1.4758337733039e-13,-0.776312876830723,0.058,0.296,1.51996120312569e-09
"DNAJC3",1.49288549398959e-13,-0.769757262977398,0.107,0.4,1.53752277025987e-09
"ATP6V1H",1.49580616694524e-13,-0.746712853779305,0.078,0.338,1.5405307713369e-09
"GOT2",1.51705881847733e-13,-1.18176826792929,0.035,0.242,1.5624188771498e-09
"CLEC2D",1.67337443174669e-13,3.61141382962319,0.332,0.1,1.72340832725592e-09
"ABCA3",1.68207740922376e-13,-3.89515013008404,0.006,0.165,1.73237152375955e-09
"FBXO32",1.77321635462377e-13,-1.59099416699945,0.046,0.265,1.82623552362702e-09
"HILPDA",1.85072992060511e-13,-3.37287723703119,0.012,0.181,1.90606674523121e-09
"FZD5",1.85990994190218e-13,-2.06386918704227,0.006,0.165,1.91552124916505e-09
"ECSIT",1.94720788794725e-13,-0.845282327954368,0.043,0.262,2.00542940379687e-09
"CHCHD7",1.97445589371283e-13,-0.661848507670119,0.101,0.385,2.03349212493484e-09
"GOLGB1",1.9799322950118e-13,-0.525442377417449,0.101,0.388,2.03913227063266e-09
"HIBCH",1.99221445380574e-13,-2.65862248849392,0.017,0.196,2.05178166597453e-09
"DNAJB11",1.99902300930369e-13,-0.568294814344728,0.101,0.388,2.05879379728187e-09
"HIPK3",2.07403031071248e-13,-1.01554345439534,0.029,0.227,2.13604381700278e-09
"GUCD1",2.17882084336777e-13,-0.935991888936195,0.04,0.254,2.24396758658446e-09
"COX14",2.18871445908341e-13,-0.698954620898247,0.24,0.631,2.25415702141e-09
"ARHGAP1",2.19835400068447e-13,-1.02689182299741,0.04,0.254,2.26408478530494e-09
"ACTN4",2.22887376628638e-13,-0.908286724664686,0.214,0.577,2.29551709189834e-09
"ARMC9",2.2424300834864e-13,-8.28705936116556,0,0.146,2.30947874298264e-09
"CHST15",2.2424300834864e-13,-7.46692812783048,0,0.146,2.30947874298264e-09
"CSRP2",2.2424300834864e-13,-7.70183454506653,0,0.146,2.30947874298264e-09
"EPHB3",2.2424300834864e-13,-7.55049974528414,0,0.146,2.30947874298264e-09
"FGGY",2.2424300834864e-13,-7.8735315848506,0,0.146,2.30947874298264e-09
"GCNT3",2.2424300834864e-13,-8.3066368532169,0,0.146,2.30947874298264e-09
"GTF2IRD1",2.2424300834864e-13,-7.89529770937888,0,0.146,2.30947874298264e-09
"BAG6",2.27218810491185e-13,-0.594003234441959,0.087,0.358,2.34012652924871e-09
"FLCN",2.28572196622225e-13,-2.27993460458843,0.012,0.181,2.35406505301229e-09
"C17orf58",2.30238910620832e-13,-2.34417950210928,0.012,0.181,2.37123054048395e-09
"ACSF2",2.31917561895029e-13,-2.25321609418704,0.012,0.181,2.3885189699569e-09
"GLIPR1",2.3196451754362e-13,3.51457339618087,0.286,0.062,2.38900256618174e-09
"ATMIN",2.3324640911266e-13,-0.620226409719375,0.029,0.227,2.40220476745129e-09
"CCDC58",2.40658738025368e-13,-1.6957715208896,0.02,0.204,2.47854434292327e-09
"FAM177A1",2.43640823983746e-13,-0.877689902952379,0.269,0.677,2.5092568462086e-09
"CCDC112",2.440094849392e-13,-1.26882472679385,0.012,0.181,2.51305368538882e-09
"AFF4",2.47871492841341e-13,-0.511269692561378,0.118,0.423,2.55282850477298e-09
"GNPTG",2.49759279457425e-13,-0.479709551877083,0.043,0.262,2.57227081913202e-09
"CPTP",2.49888368752473e-13,-0.563930893922987,0.026,0.219,2.57360030978172e-09
"BLZF1",2.52518856970383e-13,-1.60849197361125,0.014,0.188,2.60069170793798e-09
"FASTK",2.57749504305585e-13,-0.34042817857545,0.098,0.381,2.65456214484322e-09
"C8orf59",2.63037775993643e-13,-0.63586173169681,0.225,0.627,2.70902605495853e-09
"AAMP",2.65603634735021e-13,-0.36101124389915,0.11,0.408,2.73545183413598e-09
"CAB39",2.7096834457692e-13,-0.544509439296447,0.061,0.3,2.7907029807977e-09
"DAPK3",2.83199966789985e-13,-0.926486906588226,0.055,0.285,2.91667645797006e-09
"CCT8",2.83462713197628e-13,-0.769721752834682,0.153,0.481,2.91938248322237e-09
"C19orf48",2.8512494944105e-13,-1.15861687185314,0.035,0.238,2.93650185429337e-09
"ERCC1",3.00792317785171e-13,-0.337735666546245,0.092,0.369,3.09786008086948e-09
"DAB2IP",3.04843488268394e-13,-4.02086987209047,0.003,0.154,3.13958308567619e-09
"DPY19L4",3.09756055644785e-13,-3.78731700845078,0.003,0.154,3.19017761708564e-09
"C6orf89",3.1306090944416e-13,-0.669159824480738,0.072,0.323,3.2242143063654e-09
"ATP5J2",3.1395516406789e-13,-0.985069028797896,0.408,0.769,3.2334242347352e-09
"CAMLG",3.17998809092015e-13,-0.409668991165625,0.176,0.535,3.27506973483866e-09
"CHD6",3.28893691943449e-13,-0.613207256938987,0.072,0.323,3.38727613332559e-09
"ACSL5",3.36719471787306e-13,-0.544763999790387,0.049,0.273,3.46787383993746e-09
"CFD",3.37262129148399e-13,-1.34573266008824,0.032,0.231,3.47346266809936e-09
"DHX9",3.51566468420936e-13,-0.500915710816053,0.081,0.342,3.62078305826722e-09
"ARFGAP1",3.54027119647568e-13,-1.32146051335321,0.029,0.223,3.6461253052503e-09
"FOSB",3.6495193335347e-13,-1.31201284972222,0.254,0.592,3.75863996160739e-09
"FEM1B",3.77406081695572e-13,-3.2144010016243,0.006,0.162,3.88690523538269e-09
"FMNL2",3.77406081695572e-13,-3.01849530362034,0.006,0.162,3.88690523538269e-09
"CLNS1A",3.7995286292822e-13,-0.276759834882917,0.153,0.496,3.91313453529774e-09
"CRAT",3.9222831430579e-13,-2.39016815717739,0.006,0.162,4.03955940903533e-09
"EXT1",3.9222831430579e-13,-3.32688985698355,0.006,0.162,4.03955940903533e-09
"C1GALT1",3.94639896683397e-13,-0.749842469968993,0.069,0.315,4.06439629594231e-09
"FH",4.06332879344498e-13,-0.85016771687529,0.032,0.231,4.18482232436898e-09
"GMCL1",4.09935943904736e-13,-0.793792009684447,0.061,0.296,4.22193028627487e-09
"EXOC7",4.12337624847335e-13,-0.491422010527795,0.11,0.4,4.24666519830271e-09
"BTBD7",4.12595092890487e-13,-1.43390736862631,0.026,0.215,4.24931686167912e-09
"GLMP",4.2209520133692e-13,-1.10006843113314,0.04,0.25,4.34715847856893e-09
"EGLN2",4.30080126234794e-13,-0.47306672839908,0.098,0.377,4.42939522009215e-09
"DEGS1",4.43063333076623e-13,-0.821784371729523,0.066,0.308,4.56310926735614e-09
"ELOVL1",4.44591446568477e-13,-0.709916749915731,0.075,0.327,4.57884730820874e-09
"ATP5I",4.57741982768826e-13,-0.884860018063673,0.393,0.781,4.71428468053614e-09
"ACIN1",4.64700071200272e-13,-0.279618117231208,0.081,0.342,4.7859460332916e-09
"ATP10B",4.82130827607933e-13,-9.58820037047589,0,0.142,4.9654653935341e-09
"FRK",4.82130827607933e-13,-7.37877717934423,0,0.142,4.9654653935341e-09
"ATF2",4.84452773321003e-13,-2.25580085993289,0.012,0.177,4.98937911243301e-09
"ATAD3A",4.87648168233011e-13,-1.82314832677404,0.02,0.2,5.02228848463178e-09
"DHX29",4.88876279775712e-13,-0.394471356886204,0.069,0.315,5.03493680541006e-09
"GRAMD3",4.92090570802244e-13,-1.32628659311989,0.023,0.208,5.06804078869231e-09
"DPM1",4.92623912274206e-13,-0.263561285722275,0.121,0.423,5.07353367251205e-09
"GRAMD1A",4.94429150599621e-13,-0.57605791540136,0.11,0.4,5.09212582202549e-09
"CETN3",5.05936145537515e-13,-1.79993838603476,0.012,0.177,5.21063636289087e-09
"HMBS",5.08496760661758e-13,-0.857106111254955,0.023,0.208,5.23700813805544e-09
"DNAJC4",5.14936288248821e-13,-0.646304701529338,0.101,0.381,5.3033288326746e-09
"AIFM1",5.17023432581654e-13,-1.63667237302948,0.012,0.177,5.32482433215845e-09
"CPNE2",5.28505579623887e-13,-0.995332742467355,0.02,0.2,5.44307896454641e-09
"FLYWCH2",5.30198358576262e-13,-0.751876706829027,0.038,0.242,5.46051289497692e-09
"C2orf68",5.52231077847587e-13,-1.50912831570798,0.04,0.246,5.68742787075229e-09
"C8orf33",5.53694945436085e-13,-0.502260900410613,0.04,0.25,5.70250424304624e-09
"GSE1",5.62479574995956e-13,-0.871864841036205,0.049,0.269,5.79297714288335e-09
"CAPG",5.79762928050917e-13,-0.574429503534766,0.118,0.415,5.97097839599639e-09
"C11orf24",5.80754308225004e-13,-1.36368559711113,0.017,0.192,5.98118862040932e-09
"CHPT1",5.89118382466854e-13,-1.15286905661884,0.035,0.235,6.06733022102613e-09
"GIGYF2",6.22257926986946e-13,-1.06507423464104,0.035,0.235,6.40863439003855e-09
"GPC1",6.28441528142786e-13,-5.05033500643691,0.003,0.15,6.47231929834255e-09
"FAM134A",6.48376964783511e-13,-0.287799563007279,0.078,0.335,6.67763436030538e-09
"DGCR6",6.54020089085013e-13,-3.82761209168476,0.003,0.15,6.73575289748655e-09
"C10orf11",6.59257094605545e-13,-3.68938998983238,0.003,0.15,6.7896888173425e-09
"C2CD2",6.64535260315779e-13,-3.50995203614152,0.003,0.15,6.84404864599221e-09
"FBXO21",7.35022582075541e-13,-0.664425173052402,0.046,0.262,7.569997572796e-09
"FTSJ1",7.78254147290446e-13,-0.944669995734207,0.032,0.227,8.01523946294431e-09
"EMD",7.97905855644353e-13,-0.665410210159496,0.121,0.415,8.2176324072812e-09
"HECTD4",8.1270809036428e-13,-2.86831910121899,0.006,0.158,8.37008062266172e-09
"HHLA3",8.25288455519471e-13,-2.8340338311084,0.006,0.158,8.49964580339503e-09
"DHCR7",8.47498256410663e-13,-1.19643208452448,0.029,0.219,8.72838454277342e-09
"EFNA4",8.84851307074752e-13,-1.22582586238325,0.026,0.212,9.11308361156287e-09
"ANKRD37",8.99764239327779e-13,-0.962389385118842,0.061,0.288,9.26667190083679e-09
"ABHD5",9.00509418389051e-13,-1.00048827223394,0.04,0.246,9.27434649998884e-09
"BCL6",9.20999811262481e-13,-2.88424314431469,0.009,0.165,9.4853770561923e-09
"DCAF8",9.24871947115965e-13,-0.694622341575087,0.043,0.254,9.52525618334732e-09
"ARHGAP30",9.32249944163494e-13,4.36617830496254,0.234,0.031,9.60124217493983e-09
"CASC3",9.43749201399903e-13,-0.792815158168021,0.04,0.246,9.7196730252176e-09
"ATPAF1",9.53634439548576e-13,-0.749459786780623,0.049,0.265,9.82148109291078e-09
"CHCHD4",9.55839067420671e-13,-2.24047401439169,0.009,0.165,9.84418655536549e-09
"AUP1",9.61030222566216e-13,-0.458559457988058,0.194,0.562,9.89765026220946e-09
"BMPR2",9.66212035475393e-13,-1.34896918356085,0.035,0.231,9.95101775336107e-09
"ADCK2",9.7736005095622e-13,-1.84003197389272,0.009,0.165,1.00658311647981e-08
"ESD",9.78652878053444e-13,-0.455050283912898,0.136,0.446,1.00791459910724e-08
"ACO1",9.82000691025479e-13,-1.36528130939458,0.023,0.204,1.01136251168714e-08
"CCNJL",9.91970822280447e-13,-1.84111105557141,0.009,0.165,1.02163074986663e-08
"COX5A",9.93750467482813e-13,-0.890994266849741,0.324,0.723,1.02346360646055e-08
"FMR1",1.0052503881566e-12,-1.70686508357052,0.02,0.196,1.03530737476249e-08
"CCNC",1.00816623943645e-12,-0.433265603777128,0.087,0.346,1.0383104099956e-08
"BBS7",1.009399285395e-12,-2.22512597032074,0.012,0.173,1.03958032402831e-08
"FBXW4",1.02496240688862e-12,-0.664085535649037,0.026,0.212,1.05560878285459e-08
"CKAP5",1.03144593999274e-12,-2.07843595982301,0.012,0.173,1.06228617359852e-08
"ACOX2",1.03438534954252e-12,-7.14713552872034,0,0.138,1.06531347149384e-08
"ARHGEF16",1.03438534954252e-12,-7.33678227715961,0,0.138,1.06531347149384e-08
"C3orf52",1.03438534954252e-12,-7.17301819011735,0,0.138,1.06531347149384e-08
"C4BPB",1.03438534954252e-12,-7.63118919844517,0,0.138,1.06531347149384e-08
"FA2H",1.03438534954252e-12,-7.53600395872528,0,0.138,1.06531347149384e-08
"BMI1",1.03581279591348e-12,-2.26057153901144,0.017,0.188,1.0667835985113e-08
"C12orf45",1.04381238645077e-12,-0.410353280258473,0.043,0.254,1.07502237680565e-08
"BACH1",1.06387133922203e-12,-2.05201727686745,0.014,0.181,1.09568109226477e-08
"FCGR2A",1.08474228536561e-12,-1.84418077545837,0.012,0.173,1.11717607969804e-08
"DVL3",1.10359071967636e-12,-1.27939566468973,0.02,0.196,1.13658808219468e-08
"FTSJ2",1.10359071967636e-12,-1.12998605108304,0.02,0.196,1.13658808219468e-08
"CSE1L",1.12586074203925e-12,-1.40792840980602,0.02,0.196,1.15952397822622e-08
"ATP6V1A",1.13474649253445e-12,-0.780158458745712,0.049,0.265,1.16867541266123e-08
"ALDH9A1",1.15038845421009e-12,-0.641582107594057,0.072,0.315,1.18478506899097e-08
"AGO1",1.16395819346018e-12,-0.933396205211433,0.02,0.196,1.19876054344464e-08
"ETV6",1.20332629521922e-12,-1.01935333427909,0.02,0.196,1.23930575144627e-08
"CLIP1",1.23021545228382e-12,-0.580936341018226,0.078,0.327,1.26699889430711e-08
"BANF1",1.23696252190899e-12,-0.779862362228072,0.251,0.635,1.27394770131406e-08
"ASPSCR1",1.29505872137429e-12,-0.910181647969116,0.052,0.269,1.33378097714338e-08
"ACP6",1.37796523734886e-12,-4.46331394832742,0.003,0.146,1.41916639794559e-08
"FBXW5",1.40740978913987e-12,-0.614222087695392,0.139,0.446,1.44949134183515e-08
"CCNO",1.42253179478421e-12,-3.17105028948488,0.003,0.146,1.46506549544826e-08
"ERLIN2",1.42253179478421e-12,-3.6723854534693,0.003,0.146,1.46506549544826e-08
"C6orf106",1.53253859231389e-12,-1.02279191937982,0.032,0.223,1.57836149622408e-08
"CDCA7L",1.55631709049896e-12,-4.41720616596811,0.006,0.154,1.60285097150488e-08
"CECR5",1.58158076605789e-12,-1.2650632749045,0.029,0.215,1.62887003096303e-08
"CUEDC2",1.58918595636239e-12,-0.646190814399995,0.087,0.342,1.63670261645763e-08
"BROX",1.59546863035919e-12,-0.569505999397771,0.078,0.327,1.64317314240693e-08
"C7orf55",1.59736365064203e-12,-0.718984191822636,0.052,0.269,1.64512482379622e-08
"GPN3",1.60948657444692e-12,-0.503211126504579,0.032,0.223,1.65761022302289e-08
"CCM2",1.63322712150511e-12,-0.388916217812153,0.116,0.404,1.68206061243811e-08
"AP2B1",1.64102203102802e-12,-0.445165809066628,0.087,0.346,1.69008858975576e-08
"CHMP2A",1.72915012537357e-12,-0.836825335298769,0.289,0.685,1.78085171412224e-08
"ERI3",1.74235103338247e-12,-0.648976058774245,0.066,0.3,1.79444732928061e-08
"CMSS1",1.74759701086709e-12,-1.17157506670384,0.029,0.215,1.79985016149202e-08
"GOSR2",1.77250869099781e-12,-0.767328115958417,0.04,0.242,1.82550670085864e-08
"C11orf68",1.80019144242397e-12,-2.06914870680739,0.006,0.154,1.85401716655244e-08
"C11orf74",1.81401660567844e-12,-2.09108652375445,0.006,0.154,1.86825570218823e-08
"C12orf76",1.83551825168475e-12,-0.886882207802043,0.04,0.242,1.89040024741012e-08
"C11orf31",1.86044195544501e-12,-0.765124787311629,0.303,0.696,1.91606916991281e-08
"BRIX1",1.9030219286773e-12,-0.733320529906958,0.066,0.3,1.95992228434475e-08
"CCT4",1.90735585784839e-12,-0.50713999187198,0.194,0.558,1.96438579799806e-08
"DCBLD1",1.93888617170429e-12,-2.4990223979674,0.009,0.162,1.99685886823825e-08
"BAZ1B",1.97515593184033e-12,-0.875642181020299,0.078,0.323,2.03421309420235e-08
"HMG20B",2.01309755376728e-12,-0.396280669592233,0.095,0.362,2.07328917062492e-08
"ANKRD9",2.04191360119428e-12,-2.15057030817023,0.009,0.162,2.10296681786999e-08
"CREB3L4",2.04191360119428e-12,-2.69697500234361,0.009,0.162,2.10296681786999e-08
"ACSL3",2.07351028400821e-12,-0.710185487537156,0.049,0.262,2.13550824150006e-08
"AGAP1",2.10317777741816e-12,-1.90391158591017,0.009,0.162,2.16606279296296e-08
"FAM192A",2.11782748883752e-12,-0.566133749276823,0.078,0.323,2.18115053075376e-08
"CDK2AP2",2.15722977712288e-12,-0.630417574493487,0.171,0.5,2.22173094745885e-08
"HIP1R",2.15883229386273e-12,-2.28801331728559,0.012,0.169,2.22338137944923e-08
"BTBD2",2.19291362489591e-12,-1.46972692794389,0.02,0.192,2.2584817422803e-08
"ACVR1B",2.21453651831295e-12,-7.71942824012721,0,0.135,2.2807511602105e-08
"AIF1L",2.21453651831295e-12,-8.16021685689446,0,0.135,2.2807511602105e-08
"ARSJ",2.21453651831295e-12,-7.10456223166631,0,0.135,2.2807511602105e-08
"B9D1",2.21453651831295e-12,-7.48810736092365,0,0.135,2.2807511602105e-08
"CBLC",2.21453651831295e-12,-7.84267028399323,0,0.135,2.2807511602105e-08
"FGFBP1",2.21453651831295e-12,-8.25082808344086,0,0.135,2.2807511602105e-08
"C11orf54",2.22882260433927e-12,-1.34711315150161,0.014,0.177,2.29546440020902e-08
"FLOT2",2.22894559967962e-12,-0.598602051582918,0.049,0.262,2.29559107311004e-08
"CTSO",2.24440581430547e-12,-1.9349306435183,0.014,0.177,2.3115135481532e-08
"ALDH18A1",2.30260995632718e-12,-1.58732682303112,0.012,0.169,2.37145799402136e-08
"CEACAM1",2.31915361631129e-12,-1.69388660898176,0.012,0.169,2.388496309439e-08
"EMC1",2.33581384013829e-12,-1.28031687336823,0.012,0.169,2.40565467395843e-08
"BAZ2B",2.37197006597627e-12,-0.597945131784126,0.069,0.304,2.44289197094896e-08
"ANKIB1",2.57547877599715e-12,-0.573691705599986,0.038,0.235,2.65248559139946e-08
